                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5842,                 3.9404,                 1.4683,                0.42344,                0.60044,                0.42851,                0.29642,                 1.1428,                 2.3356,                 1.1987,             0.00030006,             0.00030006,             0.00030006
                      2,                  1.215,                 1.6882,                 1.1627,                0.45842,                0.74472,                0.45627,                0.32229,                 1.2477,                 1.7177,                 1.3026,             0.00060152,             0.00060152,             0.00060152
                      3,                 1.1574,                 1.1772,                 1.1198,                0.49889,                0.71699,                0.53347,                0.38385,                 1.1624,                 2.4314,                  1.208,             0.00088731,             0.00088731,             0.00088731
                      4,                 1.1764,                 1.1341,                 1.1254,                0.64644,                0.78632,                0.69856,                0.52614,                 1.0841,                 1.4031,                 1.1156,              0.0011574,              0.0011574,              0.0011574
                      5,                  1.147,                 1.0965,                 1.1231,                0.63779,                  0.862,                0.74496,                 0.5371,                 1.0959,                 1.6717,                 1.1536,              0.0014118,              0.0014118,              0.0014118
                      6,                 1.1336,                 1.1381,                 1.0876,                 0.5462,                 0.8312,                0.61105,                0.46201,                 1.0698,                  1.402,                 1.0971,              0.0014607,              0.0014607,              0.0014607
                      7,                 1.0676,                 1.0648,                 1.0946,                0.13081,                0.14102,                0.07747,                0.05912,                 1.7028,                    inf,                  1.659,              0.0014195,              0.0014195,              0.0014195
                      8,                   1.05,                 1.0243,                 1.0901,                0.40244,                0.62662,                0.38145,                0.30053,                 1.2021,                 2.1507,                 1.2387,              0.0013782,              0.0013782,              0.0013782
                      9,                 1.0689,                 1.0283,                 1.1319,                0.66496,                0.84132,                 0.8012,                0.58093,                 1.0436,                0.97884,                 1.1297,              0.0013369,              0.0013369,              0.0013369
                     10,                 1.0578,                0.94622,                 1.0688,                0.66639,                 0.8647,                0.81892,                0.62201,                0.99867,                0.93301,                 1.0932,              0.0012957,              0.0012957,              0.0012957
                     11,                 1.0322,                0.95189,                 1.0675,                0.62235,                0.83498,                0.79471,                 0.6011,                 1.0328,                 1.0758,                 1.0926,              0.0012544,              0.0012544,              0.0012544
                     12,                 1.0316,                0.91159,                 1.0651,                0.75418,                0.85012,                0.83337,                0.64315,                0.96357,                0.84698,                 1.0955,              0.0012132,              0.0012132,              0.0012132
                     13,                 1.0478,                0.89808,                 1.0543,                0.74461,                0.84885,                0.82798,                0.64142,                0.99327,                0.92225,                 1.1246,              0.0011719,              0.0011719,              0.0011719
                     14,                 1.0012,                0.90301,                 1.0833,                0.77501,                0.84377,                0.82681,                0.64442,                 0.9729,                0.80969,                 1.1072,              0.0011306,              0.0011306,              0.0011306
                     15,                 1.0258,                0.91124,                 1.0954,                0.75286,                0.79903,                0.75927,                0.57961,                 1.0277,                0.92885,                 1.1527,              0.0010894,              0.0010894,              0.0010894
                     16,                0.99274,                0.88626,                 1.0404,                0.71524,                0.82367,                0.74091,                0.56495,                 1.0467,                 1.0648,                 1.1805,              0.0010481,              0.0010481,              0.0010481
                     17,                 1.0062,                0.82703,                 1.0996,                  0.821,                0.85269,                 0.8614,                0.67838,                0.95653,                0.75383,                 1.0997,              0.0010069,              0.0010069,              0.0010069
                     18,                0.95433,                0.78895,                 1.0459,                0.79223,                0.85933,                0.86661,                0.68309,                0.94992,                0.75423,                 1.0803,             0.00096561,             0.00096561,             0.00096561
                     19,                  0.957,                 0.7934,                 1.0464,                0.76256,                0.84713,                0.86915,                 0.6749,                 0.9769,                0.79015,                 1.0837,             0.00092435,             0.00092435,             0.00092435
                     20,                0.95875,                0.80307,                 1.0404,                0.64048,                0.82656,                0.82868,                0.64533,                 1.0149,                 1.0362,                 1.1164,             0.00088309,             0.00088309,             0.00088309
                     21,                0.95389,                 0.8021,                  1.028,                 0.8491,                0.85238,                0.87871,                0.69278,                0.93114,                0.71638,                 1.0685,             0.00084184,             0.00084184,             0.00084184
                     22,                0.94073,                0.77075,                 1.0117,                0.82319,                0.85365,                0.86957,                0.68593,                0.93627,                0.76394,                  1.095,             0.00080058,             0.00080058,             0.00080058
                     23,                0.97206,                0.76988,                 1.0385,                0.84088,                0.84216,                0.86998,                0.69509,                0.92511,                0.73098,                 1.0906,             0.00075932,             0.00075932,             0.00075932
                     24,                 0.9938,                 0.7834,                 1.0651,                0.85229,                0.86523,                0.88127,                0.70657,                0.91698,                0.66981,                 1.0644,             0.00071806,             0.00071806,             0.00071806
                     25,                0.93214,                0.76193,                 1.0453,                0.84348,                0.86969,                 0.8832,                0.70594,                0.91899,                0.67486,                 1.0636,              0.0006768,              0.0006768,              0.0006768
                     26,                0.92832,                0.72592,                 1.0078,                0.84268,                0.86863,                0.88433,                0.70144,                0.93794,                0.67739,                 1.0742,             0.00063554,             0.00063554,             0.00063554
                     27,                0.95594,                0.78314,                 1.0549,                0.83828,                0.87067,                0.88505,                0.70285,                0.93308,                0.67929,                 1.0719,             0.00059429,             0.00059429,             0.00059429
                     28,                 0.9339,                0.75566,                  1.035,                0.84018,                0.87185,                0.88738,                0.71112,                0.91405,                0.67912,                 1.0615,             0.00055303,             0.00055303,             0.00055303
                     29,                0.93933,                0.72819,                 1.0105,                0.83614,                0.87645,                0.88831,                0.71865,                0.90734,                  0.682,                 1.0571,             0.00051177,             0.00051177,             0.00051177
                     30,                0.93456,                0.71451,                 1.0234,                0.85555,                 0.8729,                0.88598,                 0.7191,                0.90441,                0.65707,                 1.0618,             0.00047051,             0.00047051,             0.00047051
                     31,                 0.9368,                0.80598,                 1.0477,                0.86532,                0.86944,                0.88435,                0.71751,                0.89982,                0.64085,                 1.0688,             0.00042925,             0.00042925,             0.00042925
                     32,                0.93221,                0.79835,                 1.0618,                0.85481,                0.87127,                0.88207,                0.71254,                0.90786,                0.65482,                 1.0799,             0.00038799,             0.00038799,             0.00038799
                     33,                0.92328,                0.73989,                 1.0027,                0.85386,                0.87312,                0.88359,                0.71157,                0.91048,                0.65424,                 1.0769,             0.00034674,             0.00034674,             0.00034674
                     34,                0.95252,                0.77986,                 1.0755,                0.86206,                0.87077,                0.88894,                0.71877,                0.90918,                0.64255,                 1.0616,             0.00030548,             0.00030548,             0.00030548
                     35,                 0.9109,                0.69416,                 1.0373,                0.84128,                0.87144,                 0.8885,                0.71972,                0.91151,                0.66266,                 1.0625,             0.00026422,             0.00026422,             0.00026422
                     36,                0.92437,                 0.7713,                 1.0593,                0.82199,                0.86444,                0.88858,                0.72108,                0.91186,                0.68222,                 1.0652,             0.00022296,             0.00022296,             0.00022296
                     37,                0.91746,                0.77822,                 1.0256,                0.83723,                 0.8745,                0.89151,                0.72423,                0.90387,                0.66032,                  1.061,              0.0001817,              0.0001817,              0.0001817
                     38,                0.88576,                0.68972,                 1.0239,                0.85837,                0.88046,                0.89454,                0.72694,                0.89544,                0.63576,                  1.062,             0.00014044,             0.00014044,             0.00014044
                     39,                0.88082,                0.67622,                 1.0088,                0.86574,                0.88242,                0.89617,                0.72771,                0.89159,                0.62896,                 1.0621,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     40,                0.90688,                0.69096,                 1.0232,                0.87009,                0.87874,                0.89728,                0.72774,                0.88878,                0.62406,                 1.0614,             5.7928e-05,             5.7928e-05,             5.7928e-05
